city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.698,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,2,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,2,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.624,<1,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,4,Other,No relevent experience,Other,Other,Non Degree,0.0
0.923,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.754,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.802,3,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.903,6,Full time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.6890000000000001,12,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.55,<1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.91,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.7759999999999999,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,5,Part time course,No relevent experience,Graduate,Funded Startup,Other,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,12,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.55,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.893,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.939,15,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,9,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.698,5,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.555,8,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,Part time course,No relevent experience,Graduate,Other,STEM,1.0
0.725,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0
0.479,2,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.83,8,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,Other,No relevent experience,High School,Other,Non Degree,0.0
0.91,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.682,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.884,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.802,12,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.698,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,Phd,Other,Humanities,0.0
0.624,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,10,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,4,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,>20,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,18,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.743,11,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.804,2,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.624,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,1.0
0.887,10,No enrollment,No relevent experience,Masters,Other,STEM,1.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,2,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.91,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Other,Business Degree,1.0
0.92,4,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.884,6,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.897,5,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.899,15,No enrollment,Has relevent experience,Masters,Early Stage Startup,Other,0.0
0.624,3,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,2,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.878,6,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,19,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.89,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.762,3,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,6,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.795,10,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.855,4,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.769,1,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.624,5,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.579,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.698,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.487,5,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.926,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.7659999999999999,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,3,Other,No relevent experience,High School,Other,Non Degree,0.0
0.5579999999999999,8,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,6,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,1,No enrollment,No relevent experience,Masters,Other,STEM,1.0
0.698,10,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.866,19,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.555,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.939,18,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,1.0
0.92,17,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.897,4,Other,No relevent experience,Other,Other,Non Degree,0.0
0.802,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.762,2,Other,No relevent experience,High School,Other,Non Degree,0.0
0.624,5,No enrollment,No relevent experience,Masters,Funded Startup,STEM,0.0
0.754,11,Part time course,Has relevent experience,Masters,Public Sector,STEM,1.0
0.939,17,No enrollment,Has relevent experience,Masters,Public Sector,Other,0.0
0.92,6,Full time course,No relevent experience,High School,NGO,Non Degree,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.893,4,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.624,9,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.762,>20,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.855,15,No enrollment,No relevent experience,Masters,Other,Business Degree,0.0
0.92,4,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,5,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,4,Other,No relevent experience,High School,Other,Non Degree,0.0
0.92,<1,Part time course,No relevent experience,Graduate,Pvt Ltd,Humanities,1.0
0.92,8,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.926,1,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.5579999999999999,3,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.74,<1,Full time course,No relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.855,>20,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.794,8,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.899,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,13,No enrollment,No relevent experience,Masters,Public Sector,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.848,15,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.7390000000000001,19,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,2,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.926,14,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,12,No enrollment,Has relevent experience,High School,NGO,Non Degree,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.7390000000000001,7,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,10,No enrollment,Has relevent experience,Graduate,NGO,Business Degree,0.0
0.7759999999999999,8,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.836,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,6,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.89,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.923,9,Part time course,No relevent experience,Graduate,Other,STEM,1.0
0.926,6,Full time course,No relevent experience,Graduate,Other,Arts,0.0
0.738,7,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,5,Full time course,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.92,>20,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.92,19,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.939,10,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.91,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,12,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.802,1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.897,7,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.92,3,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.913,17,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.794,4,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.939,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,Other,0.0
0.763,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.6659999999999999,17,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.92,10,Full time course,No relevent experience,Graduate,Other,No Major,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.579,8,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.795,9,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.925,5,Full time course,No relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.91,16,No enrollment,No relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.926,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.89,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,3,No enrollment,Has relevent experience,Graduate,NGO,Humanities,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.83,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,4,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.89,11,No enrollment,No relevent experience,Graduate,Other,No Major,1.0
0.887,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.763,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.682,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.92,5,No enrollment,No relevent experience,Masters,Funded Startup,STEM,0.0
0.893,5,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.913,>20,No enrollment,Has relevent experience,Phd,Other,STEM,0.0
0.926,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.74,6,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.92,5,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0
0.92,2,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.8959999999999999,3,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.926,8,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.8270000000000001,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.55,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.926,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.5579999999999999,3,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,6,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.926,11,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.887,6,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.89,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,7,Part time course,Has relevent experience,Graduate,NGO,STEM,0.0
0.913,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,12,Full time course,Has relevent experience,Masters,Other,STEM,0.0
0.926,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.698,6,Part time course,Has relevent experience,High School,Other,Non Degree,1.0
0.624,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,<1,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,12,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.92,11,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,1.0
0.738,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.855,16,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.7759999999999999,10,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,4,Part time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.8959999999999999,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,No relevent experience,Graduate,Funded Startup,STEM,0.0
0.939,10,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.913,10,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,20,No enrollment,Has relevent experience,Graduate,Other,Arts,1.0
0.624,2,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.698,<1,Full time course,No relevent experience,Primary School,Pvt Ltd,Non Degree,1.0
0.5579999999999999,18,Full time course,Has relevent experience,Masters,Other,STEM,1.0
0.887,2,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.939,16,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.91,6,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.92,17,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.91,8,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.8959999999999999,3,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,5,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.698,4,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.897,1,Full time course,No relevent experience,Masters,Public Sector,STEM,1.0
0.55,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,11,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.926,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,5,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.924,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.866,18,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8270000000000001,>20,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.92,14,Full time course,No relevent experience,Masters,Other,STEM,0.0
0.624,5,Other,Has relevent experience,Masters,Other,STEM,0.0
0.895,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.939,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.897,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.698,2,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.7759999999999999,3,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0
0.743,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.866,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,8,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.92,6,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0
0.804,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,19,Part time course,Has relevent experience,Masters,Pvt Ltd,Other,0.0
0.794,11,No enrollment,Has relevent experience,Graduate,NGO,No Major,0.0
0.926,14,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.55,6,Part time course,Has relevent experience,Graduate,Other,STEM,1.0
0.767,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.579,<1,Full time course,No relevent experience,Graduate,Other,Humanities,0.0
0.92,2,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,>20,Part time course,No relevent experience,Masters,NGO,STEM,0.0
0.926,1,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.527,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.855,3,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.855,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.897,5,No enrollment,No relevent experience,Masters,Funded Startup,STEM,1.0
0.624,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.925,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,20,Part time course,Has relevent experience,Masters,Other,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.924,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.92,15,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Other,Other,1.0
0.92,14,No enrollment,Has relevent experience,Phd,Funded Startup,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Funded Startup,Business Degree,0.0
0.762,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.843,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0
0.92,18,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.794,18,No enrollment,Has relevent experience,Masters,Other,Business Degree,0.0
0.92,6,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.899,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0
0.903,4,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.926,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.925,14,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,9,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.855,4,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.855,10,Other,Has relevent experience,Graduate,Other,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,11,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.924,4,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.897,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.915,7,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.479,3,Other,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.55,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
